Entity,Code,Year,"Cigarette consumption per smoker per day (IHME, GHDx (2012))"
Tanzania,TZA,2002,8.8000002
Tanzania,TZA,2003,8.6999998
Tanzania,TZA,2004,8.5
Tanzania,TZA,2005,8.3999996
Tanzania,TZA,2006,8.3000002
Tanzania,TZA,2007,8.1999998
Tanzania,TZA,2008,8.1000004
Tanzania,TZA,2009,8.1000004
Tanzania,TZA,2010,8
Tanzania,TZA,2011,7.9000001
Tanzania,TZA,2012,7.8000002
Thailand,THA,1980,17.4
Thailand,THA,1981,17.1
Thailand,THA,1982,16.799999
Thailand,THA,1983,16.5
Thailand,THA,1984,16.1
Thailand,THA,1985,15.8
Thailand,THA,1986,15.4
Thailand,THA,1987,15
Thailand,THA,1988,14.6
Thailand,THA,1989,14.2
Thailand,THA,1990,13.8
Thailand,THA,1991,13.4
Thailand,THA,1992,13
Thailand,THA,1993,12.7
Thailand,THA,1994,12.4
Thailand,THA,1995,12.1
Thailand,THA,1996,11.9
Thailand,THA,1997,12
Thailand,THA,1998,12.1
Thailand,THA,1999,12.3
Thailand,THA,2000,12.5
Thailand,THA,2001,12.7
Thailand,THA,2002,13
Thailand,THA,2003,13.3
Thailand,THA,2004,13.4
Thailand,THA,2005,13.5
Thailand,THA,2006,13.5
Thailand,THA,2007,13.4
Thailand,THA,2008,13.2
Thailand,THA,2009,13
Thailand,THA,2010,12.8
Thailand,THA,2011,12.7
Thailand,THA,2012,12.5
Timor,TLS,1980,1.4
Timor,TLS,1981,1.5
Timor,TLS,1982,1.5
Timor,TLS,1983,1.6
Timor,TLS,1984,1.6
Timor,TLS,1985,1.6
Timor,TLS,1986,1.7
Timor,TLS,1987,1.7
Timor,TLS,1988,1.8
Timor,TLS,1989,1.8
Timor,TLS,1990,1.9
Timor,TLS,1991,1.9
Timor,TLS,1992,2
Timor,TLS,1993,2
Timor,TLS,1994,2
Timor,TLS,1995,2.0999999
Timor,TLS,1996,2.0999999
Timor,TLS,1997,2.2
Timor,TLS,1998,2.2
Timor,TLS,1999,2.0999999
Timor,TLS,2000,2.0999999
Timor,TLS,2001,1.9
Timor,TLS,2002,1.8
Timor,TLS,2003,1.6
Timor,TLS,2004,1.5
Timor,TLS,2005,1.4
Timor,TLS,2006,1.4
Timor,TLS,2007,1.3
Timor,TLS,2008,1.3
Timor,TLS,2009,1.4
Timor,TLS,2010,1.4
Timor,TLS,2011,1.4
Timor,TLS,2012,1.4
Togo,TGO,1980,37.200001
Togo,TGO,1981,37.200001
Togo,TGO,1982,36.799999
Togo,TGO,1983,36.099998
Togo,TGO,1984,35.5
Togo,TGO,1985,35
Togo,TGO,1986,34.400002
Togo,TGO,1987,33.700001
Togo,TGO,1988,33.200001
Togo,TGO,1989,32.900002
Togo,TGO,1990,32.599998
Togo,TGO,1991,32.400002
Togo,TGO,1992,32.099998
Togo,TGO,1993,31.4
Togo,TGO,1994,31
Togo,TGO,1995,30.700001
Togo,TGO,1996,30.4
Togo,TGO,1997,30.200001
Togo,TGO,1998,29.9
Togo,TGO,1999,29.5
Togo,TGO,2000,29
Togo,TGO,2001,28.4
Togo,TGO,2002,27.799999
Togo,TGO,2003,27.299999
Togo,TGO,2004,26.799999
Togo,TGO,2005,26.299999
Togo,TGO,2006,25.9
Togo,TGO,2007,25.5
Togo,TGO,2008,25.1
Togo,TGO,2009,24.9
Togo,TGO,2010,24.700001
Togo,TGO,2011,24.700001
Togo,TGO,2012,24.700001
Tonga,TON,1980,17
Tonga,TON,1981,16.700001
Tonga,TON,1982,16.299999
Tonga,TON,1983,15.9
Tonga,TON,1984,15.5
Tonga,TON,1985,15
Tonga,TON,1986,14.6
Tonga,TON,1987,14.1
Tonga,TON,1988,13.8
Tonga,TON,1989,13.6
Tonga,TON,1990,13.4
Tonga,TON,1991,13.3
Tonga,TON,1992,13.3
Tonga,TON,1993,13.3
Tonga,TON,1994,13.3
Tonga,TON,1995,13.3
Tonga,TON,1996,13.2
Tonga,TON,1997,13.1
Tonga,TON,1998,12.9
Tonga,TON,1999,12.7
Tonga,TON,2000,12.5
Tonga,TON,2001,12.2
Tonga,TON,2002,12
Tonga,TON,2003,11.8
Tonga,TON,2004,11.5
Tonga,TON,2005,11.1
Tonga,TON,2006,10.7
Tonga,TON,2007,10.8
Tonga,TON,2008,10.9
Tonga,TON,2009,11
Tonga,TON,2010,11.2
Tonga,TON,2011,11.3
Tonga,TON,2012,11.5
Trinidad and Tobago,TTO,1980,31.299999
Trinidad and Tobago,TTO,1981,28.700001
Trinidad and Tobago,TTO,1982,26.299999
Trinidad and Tobago,TTO,1983,24.700001
Trinidad and Tobago,TTO,1984,23.5
Trinidad and Tobago,TTO,1985,22.700001
Trinidad and Tobago,TTO,1986,22.200001
Trinidad and Tobago,TTO,1987,22
Trinidad and Tobago,TTO,1988,22
Trinidad and Tobago,TTO,1989,22.1
Trinidad and Tobago,TTO,1990,22.200001
Trinidad and Tobago,TTO,1991,22.1
Trinidad and Tobago,TTO,1992,22
Trinidad and Tobago,TTO,1993,21.9
Trinidad and Tobago,TTO,1994,21.6
Trinidad and Tobago,TTO,1995,21.200001
Trinidad and Tobago,TTO,1996,20.799999
Trinidad and Tobago,TTO,1997,20.5
Trinidad and Tobago,TTO,1998,20.1
Trinidad and Tobago,TTO,1999,19.799999
Trinidad and Tobago,TTO,2000,19.200001
Trinidad and Tobago,TTO,2001,18.9
Trinidad and Tobago,TTO,2002,18.6
Trinidad and Tobago,TTO,2003,17.700001
Trinidad and Tobago,TTO,2004,16.9
Trinidad and Tobago,TTO,2005,16.200001
Trinidad and Tobago,TTO,2006,15.6
Trinidad and Tobago,TTO,2007,15
Trinidad and Tobago,TTO,2008,14.3
Trinidad and Tobago,TTO,2009,14.1
Trinidad and Tobago,TTO,2010,14.2
Trinidad and Tobago,TTO,2011,14.4
Trinidad and Tobago,TTO,2012,14.8
Tunisia,TUN,1980,21.1
Tunisia,TUN,1981,21.200001
Tunisia,TUN,1982,21.299999
Tunisia,TUN,1983,21.299999
Tunisia,TUN,1984,21.4
Tunisia,TUN,1985,21.5
Tunisia,TUN,1986,21.6
Tunisia,TUN,1987,21.799999
Tunisia,TUN,1988,21.9
Tunisia,TUN,1989,22.1
Tunisia,TUN,1990,22.200001
Tunisia,TUN,1991,22.299999
Tunisia,TUN,1992,22.4
Tunisia,TUN,1993,22.5
Tunisia,TUN,1994,22.6
Tunisia,TUN,1995,22.6
Tunisia,TUN,1996,22.5
Tunisia,TUN,1997,22
Tunisia,TUN,1998,21.5
Tunisia,TUN,1999,21.1
Tunisia,TUN,2000,20.6
Tunisia,TUN,2001,20.299999
Tunisia,TUN,2002,20.1
Tunisia,TUN,2003,20
Tunisia,TUN,2004,19.9
Tunisia,TUN,2005,19.700001
Tunisia,TUN,2006,19.5
Tunisia,TUN,2007,19.299999
Tunisia,TUN,2008,19
Tunisia,TUN,2009,18.799999
Tunisia,TUN,2010,18.5
Tunisia,TUN,2011,18.299999
Tunisia,TUN,2012,18.1
Turkey,TUR,1980,22.9
Turkey,TUR,1981,22.700001
Turkey,TUR,1982,22.6
Turkey,TUR,1983,22.5
Turkey,TUR,1984,22.5
Turkey,TUR,1985,22.6
Turkey,TUR,1986,22.6
Turkey,TUR,1987,22.6
Turkey,TUR,1988,22.6
Turkey,TUR,1989,22.799999
Turkey,TUR,1990,22.799999
Turkey,TUR,1991,22.9
Turkey,TUR,1992,23
Turkey,TUR,1993,23.1
Turkey,TUR,1994,23.299999
Turkey,TUR,1995,23.4
Turkey,TUR,1996,23.4
Turkey,TUR,1997,23.200001
Turkey,TUR,1998,23
Turkey,TUR,1999,23
Turkey,TUR,2000,23
Turkey,TUR,2001,23.1
Turkey,TUR,2002,23
Turkey,TUR,2003,22.799999
Turkey,TUR,2004,22.200001
Turkey,TUR,2005,21.6
Turkey,TUR,2006,21.299999
Turkey,TUR,2007,20.9
Turkey,TUR,2008,20.700001
Turkey,TUR,2009,20.5
Turkey,TUR,2010,20.4
Turkey,TUR,2011,19.9
Turkey,TUR,2012,19.4
Turkmenistan,TKM,1980,26.200001
Turkmenistan,TKM,1981,25.9
Turkmenistan,TKM,1982,25.5
Turkmenistan,TKM,1983,25.200001
Turkmenistan,TKM,1984,24.9
Turkmenistan,TKM,1985,24.6
Turkmenistan,TKM,1986,24.200001
Turkmenistan,TKM,1987,23.9
Turkmenistan,TKM,1988,23.5
Turkmenistan,TKM,1989,23.200001
Turkmenistan,TKM,1990,22.799999
Turkmenistan,TKM,1991,22.6
Turkmenistan,TKM,1992,22.700001
Turkmenistan,TKM,1993,23
Turkmenistan,TKM,1994,23.6
Turkmenistan,TKM,1995,24.4
Turkmenistan,TKM,1996,25
Turkmenistan,TKM,1997,25.9
Turkmenistan,TKM,1998,26.5
Turkmenistan,TKM,1999,26.799999
Turkmenistan,TKM,2000,26.700001
Turkmenistan,TKM,2001,26.4
Turkmenistan,TKM,2002,26
Turkmenistan,TKM,2003,25.299999
Turkmenistan,TKM,2004,24.5
Turkmenistan,TKM,2005,23.4
Turkmenistan,TKM,2006,22.200001
Turkmenistan,TKM,2007,20.9
Turkmenistan,TKM,2008,19.5
Turkmenistan,TKM,2009,18.299999
Turkmenistan,TKM,2010,17.200001
Turkmenistan,TKM,2011,16.1
Turkmenistan,TKM,2012,15.2
Uganda,UGA,1980,2.3
Uganda,UGA,1981,2.5
Uganda,UGA,1982,2.7
Uganda,UGA,1983,3
Uganda,UGA,1984,3.2
Uganda,UGA,1985,3.5
Uganda,UGA,1986,3.9000001
Uganda,UGA,1987,4.1999998
Uganda,UGA,1988,4.5
Uganda,UGA,1989,4.6999998
Uganda,UGA,1990,4.9000001
Uganda,UGA,1991,5.0999999
Uganda,UGA,1992,5.3000002
Uganda,UGA,1993,5.3000002
Uganda,UGA,1994,5.3000002
Uganda,UGA,1995,5.1999998
Uganda,UGA,1996,5
Uganda,UGA,1997,4.9000001
Uganda,UGA,1998,4.8000002
Uganda,UGA,1999,4.6999998
Uganda,UGA,2000,4.5
Uganda,UGA,2001,4.4000001
Uganda,UGA,2002,4.3000002
Uganda,UGA,2003,4.1999998
Uganda,UGA,2004,4.0999999
Uganda,UGA,2005,3.9000001
Uganda,UGA,2006,3.7
Uganda,UGA,2007,3.5
Uganda,UGA,2008,3.3
Uganda,UGA,2009,3.0999999
Uganda,UGA,2010,2.9000001
Uganda,UGA,2011,2.7
Uganda,UGA,2012,2.5
Ukraine,UKR,1980,18.299999
Ukraine,UKR,1981,18.1
Ukraine,UKR,1982,17.9
Ukraine,UKR,1983,17.799999
Ukraine,UKR,1984,17.6
Ukraine,UKR,1985,17.5
Ukraine,UKR,1986,17.4
Ukraine,UKR,1987,17.299999
Ukraine,UKR,1988,17.200001
Ukraine,UKR,1989,17.1
Ukraine,UKR,1990,17
Ukraine,UKR,1991,17
Ukraine,UKR,1992,17
Ukraine,UKR,1993,17.1
Ukraine,UKR,1994,17.200001
Ukraine,UKR,1995,17.4
Ukraine,UKR,1996,17.6
Ukraine,UKR,1997,17.799999
Ukraine,UKR,1998,17.9
Ukraine,UKR,1999,18
Ukraine,UKR,2000,18
Ukraine,UKR,2001,17.799999
Ukraine,UKR,2002,17.6
Ukraine,UKR,2003,17.6
Ukraine,UKR,2004,17.4
Ukraine,UKR,2005,17.4
Ukraine,UKR,2006,17.9
Ukraine,UKR,2007,18.5
Ukraine,UKR,2008,19.1
Ukraine,UKR,2009,19.700001
Ukraine,UKR,2010,20.1
Ukraine,UKR,2011,20.200001
Ukraine,UKR,2012,20.1
United Arab Emirates,ARE,1980,12.2
United Arab Emirates,ARE,1981,12.3
United Arab Emirates,ARE,1982,12.5
United Arab Emirates,ARE,1983,12.7
United Arab Emirates,ARE,1984,13
United Arab Emirates,ARE,1985,13.3
United Arab Emirates,ARE,1986,13.5
United Arab Emirates,ARE,1987,13.7
United Arab Emirates,ARE,1988,13.9
United Arab Emirates,ARE,1989,14.1
United Arab Emirates,ARE,1990,14.1
United Arab Emirates,ARE,1991,14.2
United Arab Emirates,ARE,1992,14.3
United Arab Emirates,ARE,1993,14.3
United Arab Emirates,ARE,1994,14.3
United Arab Emirates,ARE,1995,14.3
United Arab Emirates,ARE,1996,14.6
United Arab Emirates,ARE,1997,15.2
United Arab Emirates,ARE,1998,15.8
United Arab Emirates,ARE,1999,16.6
United Arab Emirates,ARE,2000,17.299999
United Arab Emirates,ARE,2001,17.9
United Arab Emirates,ARE,2002,18.5
United Arab Emirates,ARE,2003,18.9
United Arab Emirates,ARE,2004,18.9
United Arab Emirates,ARE,2005,18.700001
United Arab Emirates,ARE,2006,18.5
United Arab Emirates,ARE,2007,18.299999
United Arab Emirates,ARE,2008,18.1
United Arab Emirates,ARE,2009,18
United Arab Emirates,ARE,2010,17.9
United Arab Emirates,ARE,2011,17.700001
United Arab Emirates,ARE,2012,17.6
United Kingdom,GBR,1980,17.200001
United Kingdom,GBR,1981,17.299999
United Kingdom,GBR,1982,17.5
United Kingdom,GBR,1983,17.700001
United Kingdom,GBR,1984,17.799999
United Kingdom,GBR,1985,17.9
United Kingdom,GBR,1986,17.9
United Kingdom,GBR,1987,17.9
United Kingdom,GBR,1988,17.700001
United Kingdom,GBR,1989,17.4
United Kingdom,GBR,1990,17.200001
United Kingdom,GBR,1991,17.1
United Kingdom,GBR,1992,17.1
United Kingdom,GBR,1993,17
United Kingdom,GBR,1994,16.799999
United Kingdom,GBR,1995,16.5
United Kingdom,GBR,1996,16.200001
United Kingdom,GBR,1997,15.9
United Kingdom,GBR,1998,15.5
United Kingdom,GBR,1999,15.1
United Kingdom,GBR,2000,14.8
United Kingdom,GBR,2001,14.5
United Kingdom,GBR,2002,14.2
United Kingdom,GBR,2003,14
United Kingdom,GBR,2004,13.8
United Kingdom,GBR,2005,13.7
United Kingdom,GBR,2006,13.6
United Kingdom,GBR,2007,13.6
United Kingdom,GBR,2008,13.6
United Kingdom,GBR,2009,13.7
United Kingdom,GBR,2010,13.8
United Kingdom,GBR,2011,13.7
United Kingdom,GBR,2012,13.6
United States,USA,1980,31.9
United States,USA,1981,31.6
United States,USA,1982,31.5
United States,USA,1983,31.4
United States,USA,1984,31.200001
United States,USA,1985,31
United States,USA,1986,30.700001
United States,USA,1987,30.4
United States,USA,1988,30.1
United States,USA,1989,29.700001
United States,USA,1990,29.4
United States,USA,1991,29.4
United States,USA,1992,29.5
United States,USA,1993,29.700001
United States,USA,1994,29.799999
United States,USA,1995,29.799999
United States,USA,1996,29.5
United States,USA,1997,28.9
United States,USA,1998,28.1
United States,USA,1999,27.299999
United States,USA,2000,26.5
United States,USA,2001,25.9
United States,USA,2002,25.4
United States,USA,2003,24.799999
United States,USA,2004,24.1
United States,USA,2005,23.4
United States,USA,2006,22.700001
United States,USA,2007,22.299999
United States,USA,2008,22.1
United States,USA,2009,22.299999
United States,USA,2010,22.5
United States,USA,2011,22.6
United States,USA,2012,22.5
Uruguay,URY,1980,15.5
Uruguay,URY,1981,15.5
Uruguay,URY,1982,15.5
Uruguay,URY,1983,15.7
Uruguay,URY,1984,15.9
Uruguay,URY,1985,16
Uruguay,URY,1986,16.200001
Uruguay,URY,1987,16.299999
Uruguay,URY,1988,16.5
Uruguay,URY,1989,16.700001
Uruguay,URY,1990,16.799999
Uruguay,URY,1991,16.9
Uruguay,URY,1992,17
Uruguay,URY,1993,17.1
Uruguay,URY,1994,17.299999
Uruguay,URY,1995,17.5
Uruguay,URY,1996,17.799999
Uruguay,URY,1997,18.4
Uruguay,URY,1998,19
Uruguay,URY,1999,19.5
Uruguay,URY,2000,19.9
Uruguay,URY,2001,20.4
Uruguay,URY,2002,21
Uruguay,URY,2003,21.5
Uruguay,URY,2004,22.299999
Uruguay,URY,2005,23.1
Uruguay,URY,2006,23.799999
Uruguay,URY,2007,24.6
Uruguay,URY,2008,25.299999
Uruguay,URY,2009,25.9
Uruguay,URY,2010,25.9
Uruguay,URY,2011,25.700001
Uruguay,URY,2012,25.4
Uzbekistan,UZB,1980,15.3
Uzbekistan,UZB,1981,15.4
Uzbekistan,UZB,1982,15.6
Uzbekistan,UZB,1983,15.8
Uzbekistan,UZB,1984,16
Uzbekistan,UZB,1985,16.299999
Uzbekistan,UZB,1986,16.700001
Uzbekistan,UZB,1987,17.1
Uzbekistan,UZB,1988,17.6
Uzbekistan,UZB,1989,18.1
Uzbekistan,UZB,1990,18.6
Uzbekistan,UZB,1991,18.9
Uzbekistan,UZB,1992,19.1
Uzbekistan,UZB,1993,19.200001
Uzbekistan,UZB,1994,19.1
Uzbekistan,UZB,1995,19.1
Uzbekistan,UZB,1996,19.1
Uzbekistan,UZB,1997,19.299999
Uzbekistan,UZB,1998,19.5
Uzbekistan,UZB,1999,19.799999
Uzbekistan,UZB,2000,20.200001
Uzbekistan,UZB,2001,20.700001
Uzbekistan,UZB,2002,21.299999
Uzbekistan,UZB,2003,22
Uzbekistan,UZB,2004,22.799999
Uzbekistan,UZB,2005,23.5
Uzbekistan,UZB,2006,24
Uzbekistan,UZB,2007,24.4
Uzbekistan,UZB,2008,24.6
Uzbekistan,UZB,2009,24.700001
Uzbekistan,UZB,2010,24.799999
Uzbekistan,UZB,2011,24.799999
Uzbekistan,UZB,2012,24.700001
Vanuatu,VUT,1980,7.3000002
Vanuatu,VUT,1981,7.1999998
Vanuatu,VUT,1982,7.1999998
Vanuatu,VUT,1983,7
Vanuatu,VUT,1984,6.8000002
Vanuatu,VUT,1985,6.5999999
Vanuatu,VUT,1986,6.4000001
Vanuatu,VUT,1987,6.4000001
Vanuatu,VUT,1988,6.4000001
Vanuatu,VUT,1989,6.4000001
Vanuatu,VUT,1990,6.3000002
Vanuatu,VUT,1991,6.0999999
Vanuatu,VUT,1992,6
Vanuatu,VUT,1993,5.9000001
Vanuatu,VUT,1994,5.8000002
Vanuatu,VUT,1995,5.5999999
Vanuatu,VUT,1996,5.5
Vanuatu,VUT,1997,5.4000001
Vanuatu,VUT,1998,5.1999998
Vanuatu,VUT,1999,5.1999998
Vanuatu,VUT,2000,5.1999998
Vanuatu,VUT,2001,5.1999998
Vanuatu,VUT,2002,5.3000002
Vanuatu,VUT,2003,5.3000002
Vanuatu,VUT,2004,5.3000002
Vanuatu,VUT,2005,5.3000002
Vanuatu,VUT,2006,5.1999998
Vanuatu,VUT,2007,5.0999999
Vanuatu,VUT,2008,5
Vanuatu,VUT,2009,4.8000002
Vanuatu,VUT,2010,4.8000002
Vanuatu,VUT,2011,4.8000002
Vanuatu,VUT,2012,4.6999998
Venezuela,VEN,1980,33.5
Venezuela,VEN,1981,32.200001
Venezuela,VEN,1982,30.700001
Venezuela,VEN,1983,28.5
Venezuela,VEN,1984,26.5
Venezuela,VEN,1985,24.5
Venezuela,VEN,1986,22.9
Venezuela,VEN,1987,21.6
Venezuela,VEN,1988,20.700001
Venezuela,VEN,1989,19.200001
Venezuela,VEN,1990,18.1
Venezuela,VEN,1991,17.6
Venezuela,VEN,1992,17.5
Venezuela,VEN,1993,17.200001
Venezuela,VEN,1994,16.700001
Venezuela,VEN,1995,16.4
Venezuela,VEN,1996,15.9
Venezuela,VEN,1997,15.9
Venezuela,VEN,1998,15.8
Venezuela,VEN,1999,15.4
Venezuela,VEN,2000,15.1
Venezuela,VEN,2001,14.8
Venezuela,VEN,2002,14.1
Venezuela,VEN,2003,13.1
Venezuela,VEN,2004,12.9
Venezuela,VEN,2005,13.2
Venezuela,VEN,2006,14
Venezuela,VEN,2007,15.1
Venezuela,VEN,2008,16.5
Venezuela,VEN,2009,17.5
Venezuela,VEN,2010,18.200001
Venezuela,VEN,2011,18.9
Venezuela,VEN,2012,19.6
Vietnam,VNM,1980,5.6999998
Vietnam,VNM,1981,5.8000002
Vietnam,VNM,1982,5.9000001
Vietnam,VNM,1983,6.0999999
Vietnam,VNM,1984,6.1999998
Vietnam,VNM,1985,6.3000002
Vietnam,VNM,1986,6.3000002
Vietnam,VNM,1987,6.3000002
Vietnam,VNM,1988,6.3000002
Vietnam,VNM,1989,6.3000002
Vietnam,VNM,1990,6.3000002
Vietnam,VNM,1991,6.4000001
Vietnam,VNM,1992,6.5
Vietnam,VNM,1993,6.6999998
Vietnam,VNM,1994,7
Vietnam,VNM,1995,7.5
Vietnam,VNM,1996,8.1000004
Vietnam,VNM,1997,8.8999996
Vietnam,VNM,1998,9.6999998
Vietnam,VNM,1999,10.5
Vietnam,VNM,2000,11.2
Vietnam,VNM,2001,12
Vietnam,VNM,2002,12.7
Vietnam,VNM,2003,13.6
Vietnam,VNM,2004,14.2
Vietnam,VNM,2005,14.6
Vietnam,VNM,2006,14.9
Vietnam,VNM,2007,15
Vietnam,VNM,2008,15
Vietnam,VNM,2009,14.8
Vietnam,VNM,2010,14.6
Vietnam,VNM,2011,14.2
Vietnam,VNM,2012,13.9
World,OWID_WRL,1980,18.799999
World,OWID_WRL,1981,18.700001
World,OWID_WRL,1982,18.700001
World,OWID_WRL,1983,18.6
World,OWID_WRL,1984,18.6
World,OWID_WRL,1985,18.5
World,OWID_WRL,1986,18.5
World,OWID_WRL,1987,18.4
World,OWID_WRL,1988,18.299999
World,OWID_WRL,1989,18.200001
World,OWID_WRL,1990,18.1
World,OWID_WRL,1991,18.1
World,OWID_WRL,1992,18
World,OWID_WRL,1993,18
World,OWID_WRL,1994,18
World,OWID_WRL,1995,17.9
World,OWID_WRL,1996,17.9
World,OWID_WRL,1997,17.9
World,OWID_WRL,1998,17.9
World,OWID_WRL,1999,18
World,OWID_WRL,2000,18
World,OWID_WRL,2001,18.1
World,OWID_WRL,2002,18.1
World,OWID_WRL,2003,18.200001
World,OWID_WRL,2004,18.1
World,OWID_WRL,2005,18.1
World,OWID_WRL,2006,18.1
World,OWID_WRL,2007,18.1
World,OWID_WRL,2008,18.1
World,OWID_WRL,2009,18.1
World,OWID_WRL,2010,18
World,OWID_WRL,2011,17.9
World,OWID_WRL,2012,17.700001
Yemen,YEM,1980,29.5
Yemen,YEM,1981,29
Yemen,YEM,1982,28.700001
Yemen,YEM,1983,28.299999
Yemen,YEM,1984,28
Yemen,YEM,1985,27.9
Yemen,YEM,1986,27.9
Yemen,YEM,1987,27.9
Yemen,YEM,1988,27.799999
Yemen,YEM,1989,27.6
Yemen,YEM,1990,27.1
Yemen,YEM,1991,26.5
Yemen,YEM,1992,25.799999
Yemen,YEM,1993,25.1
Yemen,YEM,1994,24.6
Yemen,YEM,1995,24.200001
Yemen,YEM,1996,23.799999
Yemen,YEM,1997,24
Yemen,YEM,1998,24.299999
Yemen,YEM,1999,24.6
Yemen,YEM,2000,25.1
Yemen,YEM,2001,25.6
Yemen,YEM,2002,26.4
Yemen,YEM,2003,28.299999
Yemen,YEM,2004,30.1
Yemen,YEM,2005,31.799999
Yemen,YEM,2006,32.299999
Yemen,YEM,2007,32.299999
Yemen,YEM,2008,32.099998
Yemen,YEM,2009,31.700001
Yemen,YEM,2010,31
Yemen,YEM,2011,30.700001
Yemen,YEM,2012,30.4
Zambia,ZMB,1980,12.2
Zambia,ZMB,1981,11.6
Zambia,ZMB,1982,10.9
Zambia,ZMB,1983,10.4
Zambia,ZMB,1984,9.8000002
Zambia,ZMB,1985,9.3000002
Zambia,ZMB,1986,8.8000002
Zambia,ZMB,1987,8.5
Zambia,ZMB,1988,8.3000002
Zambia,ZMB,1989,8
Zambia,ZMB,1990,7.6999998
Zambia,ZMB,1991,7.3000002
Zambia,ZMB,1992,7
Zambia,ZMB,1993,6.6999998
Zambia,ZMB,1994,6.1999998
Zambia,ZMB,1995,5.9000001
Zambia,ZMB,1996,5.5999999
Zambia,ZMB,1997,5.4000001
Zambia,ZMB,1998,5.1999998
Zambia,ZMB,1999,5.0999999
Zambia,ZMB,2000,5
Zambia,ZMB,2001,5
Zambia,ZMB,2002,5.0999999
Zambia,ZMB,2003,5.1999998
Zambia,ZMB,2004,5.3000002
Zambia,ZMB,2005,5.3000002
Zambia,ZMB,2006,5.4000001
Zambia,ZMB,2007,5.5999999
Zambia,ZMB,2008,5.8000002
Zambia,ZMB,2009,6.0999999
Zambia,ZMB,2010,6.4000001
Zambia,ZMB,2011,6.8000002
Zambia,ZMB,2012,7.1999998
Zimbabwe,ZWE,1980,29
Zimbabwe,ZWE,1981,28.5
Zimbabwe,ZWE,1982,28
Zimbabwe,ZWE,1983,27.4
Zimbabwe,ZWE,1984,26.799999
Zimbabwe,ZWE,1985,26.200001
Zimbabwe,ZWE,1986,25.5
Zimbabwe,ZWE,1987,24.9
Zimbabwe,ZWE,1988,24.299999
Zimbabwe,ZWE,1989,23.700001
Zimbabwe,ZWE,1990,23.200001
Zimbabwe,ZWE,1991,22.799999
Zimbabwe,ZWE,1992,22.5
Zimbabwe,ZWE,1993,22.200001
Zimbabwe,ZWE,1994,21.9
Zimbabwe,ZWE,1995,21.6
Zimbabwe,ZWE,1996,21.4
Zimbabwe,ZWE,1997,21.1
Zimbabwe,ZWE,1998,20.9
Zimbabwe,ZWE,1999,20.799999
Zimbabwe,ZWE,2000,20.700001
Zimbabwe,ZWE,2001,20.6
Zimbabwe,ZWE,2002,20.6
Zimbabwe,ZWE,2003,20.5
Zimbabwe,ZWE,2004,20.200001
Zimbabwe,ZWE,2005,19.9
Zimbabwe,ZWE,2006,19.9
Zimbabwe,ZWE,2007,20
Zimbabwe,ZWE,2008,20.1
Zimbabwe,ZWE,2009,20.299999
Zimbabwe,ZWE,2010,20.5
Zimbabwe,ZWE,2011,20.6
Zimbabwe,ZWE,2012,20.6
